FID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
3194146	-9.4173	2.13602	-4.47239	0.971508	-6.63568	-1.01081	0.763214	-2.14512	0.708477	-2.17622
2896475	-11.2366	3.07737	-0.325448	3.8483	-4.41689	-3.11331	-1.65128	0.631544	2.16762	4.9667
2074700	-12.4977	6.21675	-2.40041	-2.12099	-4.10107	-2.57557	-0.602804	0.132401	-1.66954	3.79426
1551499	-12.723	3.75164	-2.706	5.98821	-14.6702	0.192976	-3.51172	-1.52198	1.26682	0.97298
2021101	-13.6758	3.68246	-0.468228	1.96505	4.35125	0.337835	-0.544247	-2.60385	0.827009	-0.269833
4214377	-15.4424	4.1882	-4.04561	3.24559	-2.25893	0.298949	-2.38173	-2.77925	-1.25784	-2.9431
4120523	-12.1119	3.65424	-0.91124	1.18325	3.38765	-1.77847	0.0995645	2.0513	1.83807	1.43768
5503725	-12.668	4.88313	-5.54488	3.54954	-5.48313	0.791747	-0.600051	-1.57997	1.3133	-1.2045
3049364	-11.8797	5.88382	-0.478362	4.93568	5.91156	0.597475	2.63139	3.01813	0.676567	1.52248
2767350	-14.5214	6.2737	-3.85728	0.55045	-7.41952	1.06557	-2.62241	-1.53538	1.57343	0.0296182
2214370	-10.3724	2.72833	0.00270849	0.735975	1.84529	-0.364236	0.0156882	1.46858	-0.545935	0.0711148
2443038	-9.83821	2.10706	-2.1302	10.9472	0.160864	0.765209	-0.281646	-1.93466	3.20442	5.38962
2456629	-12.8051	1.2918	1.49124	0.935673	-0.465712	-0.47386	2.29312	1.37385	-1.07059	-0.816449
2461297	-11.5076	3.46141	-3.22575	-1.44201	4.27036	0.833629	0.444814	1.4218	2.15645	-0.413675
3779616	-10.7624	4.09123	1.58511	-4.90551	-2.98075	-1.35405	1.46749	1.59321	5.71044	-2.4781
4302707	-14.0604	4.38611	-1.2545	3.66912	2.93437	-3.5105	1.43396	-3.75533	-11.6829	6.4405
4195310	-10.9572	4.05575	-2.4017	5.20451	5.19652	3.71462	-2.93397	-1.08461	2.67605	3.16698
2497779	-13.59	5.80655	-3.61548	6.9731	12.4465	0.0274419	-2.54841	0.719048	5.97166	-1.4462
5416752	-10.8751	4.3306	-1.84606	-0.317806	-4.1712	-1.57738	0.394488	-0.0756148	-3.36011	1.30787
2389457	-12.5877	1.51354	-2.17219	9.65866	23.1154	2.66755	-0.191127	1.49941	0.0790557	0.718918
2229951	-14.399	1.45667	-2.03269	-3.43403	-6.99225	2.08202	2.31638	-1.272	-0.219588	-3.58391
4671643	-14.2728	0.707344	-0.663522	12.831	31.0829	-0.101063	-2.53583	1.71588	5.0143	0.453945
4034299	-11.2677	2.20127	-2.85402	-1.8322	-5.48364	0.68249	1.61473	1.05154	0.796877	-1.17619
5121110	-10.5014	5.50568	-0.225098	1.47007	-7.58655	-0.683226	1.73156	-5.35453	8.44314	6.13589
4335733	-11.2152	1.7166	-2.45856	0.227156	1.13631	-0.012158	-0.722602	-1.08626	0.225002	-0.565136
5148378	-10.7975	1.22022	-2.29509	3.12853	5.30784	-0.732976	-1.23585	1.86264	2.42526	-1.80915
2607314	-13.1576	1.9467	-2.79171	-1.18678	-3.46874	-1.21875	1.34456	1.23447	0.540147	0.690205
4192372	-10.0386	3.52906	-0.935788	-0.615629	-6.11463	0.0229318	-0.475882	1.36147	-0.534681	-0.378756
5391773	0.336215	-0.240872	11.4484	-28.2991	-1.04688	3.09787	15.5509	7.69752	4.56243	-1.64133
5113261	-10.7387	5.13896	1.35971	-1.12843	-5.0038	0.413901	-1.2182	-0.705573	3.26949	1.28452
1002731	4.5606	-7.09282	14.1164	-32.3574	1.11911	11.8296	2.19205	24.3903	-1.93522	-3.96916
1608212	-11.4394	2.35185	-2.84071	-0.813406	-6.43769	-1.37625	-0.227066	0.101837	0.971146	1.71577
1902561	-10.6986	2.82034	0.871789	-0.497643	-7.01721	1.57179	1.67421	0.549884	0.237355	5.35703
3960232	-13.4254	3.93346	0.0584377	-4.66265	-4.28586	-0.433097	-2.26158	2.77054	-1.6832	-3.30094
2855366	-13.5584	0.904039	0.762733	1.2824	-0.697087	0.340301	0.153417	1.17872	-1.64422	-1.78928
4629352	-12.5176	3.09918	1.76619	2.26253	4.80503	-2.24092	0.833601	-3.15706	0.606008	0.785258
2212594	-13.2238	6.45186	-0.821558	2.55581	-4.28089	3.11307	-2.99929	-0.474386	0.990139	-2.51873
4843155	-12.3457	5.04644	-0.820798	-1.67494	-2.84444	0.350569	1.56842	-0.49649	3.23721	-1.226
1984398	-10.0839	1.60728	1.01804	1.06978	-6.36997	-1.1345	1.62443	0.136266	3.79919	3.65153
3629214	-9.65423	4.53511	-0.895745	0.825668	3.67235	1.16998	0.560549	0.0259507	1.15796	0.246569
5456150	-14.1549	2.91262	-0.901189	2.38395	4.36552	0.729007	-0.376249	-1.75896	-18.0405	3.6489
5935397	-14.0977	1.27577	-2.68042	3.91982	17.3607	-0.331987	1.7702	3.28965	5.15256	0.854187
1826006	-11.7274	3.16792	-0.682589	-1.19617	-9.27969	-1.33776	-0.358828	-2.81074	0.792618	3.84208
5607935	-10.6076	7.37325	-2.36591	2.71069	0.803629	-2.28587	-0.0888286	-0.131617	-0.19217	1.12102
4253901	-12.3114	1.04648	-0.154724	4.05739	-3.9841	-0.801616	-1.0296	-1.76079	3.68697	1.20732
2298096	-11.5811	3.08624	1.72627	-4.35434	-5.86976	-0.104376	1.3725	1.7845	0.00404193	2.95291
5264334	-15.9707	4.66636	-0.0293199	2.2434	1.07587	-1.31265	-0.731333	-1.42476	1.9342	-0.898536
2196833	-11.4168	3.2448	1.94289	5.55351	6.00174	-1.57428	0.369435	-2.1141	-23.3847	3.0668
2167277	-14.3949	2.42011	-3.26264	3.73228	0.7902	-1.14638	2.0996	-2.84803	-11.2595	5.34778
2077208	-12.6627	3.09777	0.752678	-1.86584	-7.49559	0.55425	0.00981347	-0.678291	0.912985	-0.485119
4540257	-12.1531	3.15285	-1.54467	0.408961	-3.40783	0.446717	0.989306	2.95819	-0.830191	-1.08792
4427841	-15.9771	5.55004	-1.18058	3.74883	-5.31549	0.618564	-0.58984	0.545524	2.76425	-1.27111
4121042	223.849	27.8219	15.5854	-37.3287	3.28571	0.303527	19.8873	11.0536	0.0624174	1.54803
5452748	-12.6639	3.93895	-1.32088	4.62424	18.1127	-2.4539	2.7375	2.41519	2.37142	0.0338174
4818320	-15.9672	4.09783	-1.00922	0.133714	-2.57029	-1.46066	3.79909	-5.24502	4.36951	-0.0554625
1237141	-13.127	2.49477	-0.569455	1.86235	-0.490694	-1.91921	1.1455	-2.87439	-13.0314	-0.23292
5487852	-11.7406	3.23517	-1.33705	1.91472	-4.32253	2.68853	-0.665569	-0.0943888	-6.81316	0.24069
3075165	-12.5231	1.58592	-3.72219	1.89625	-5.80217	-0.78399	1.81899	-1.38768	3.61933	5.52826
3930066	-11.1696	2.5579	-2.48013	1.45643	-2.65006	1.01536	4.9195	2.54939	-3.21902	0.701169
3171728	-9.43485	4.03274	-2.30958	3.26596	5.33315	0.109909	1.78524	1.76366	-0.116812	2.02526
3949162	-13.3151	4.9638	-5.02125	2.16751	0.74705	0.908291	2.86241	-0.799942	3.81254	-1.42916
3896917	-13.5189	3.9514	-0.318002	4.54245	-7.03335	-2.30642	-2.28825	0.0335317	0.847418	3.66795
5628567	-12.3482	4.70488	0.946436	1.78451	-12.1547	-0.534301	0.113997	0.400028	3.45082	4.36163
4483189	-13.478	3.14943	-2.19066	4.76065	8.11824	-3.8697	0.914579	1.24153	6.00504	-2.23452
1410321	-10.9175	2.54955	-1.52367	2.48067	0.708936	1.48864	-0.0983353	1.09673	4.05513	2.44213
2912980	-11.3157	3.55447	-4.34625	4.58396	4.47906	-0.602108	0.590926	-1.67575	2.62175	1.47981
2009977	-11.0382	4.98803	-4.22267	4.39858	6.15906	-3.04072	1.05788	-0.149235	-1.85202	-0.091565
5909461	-14.1098	3.02277	-0.475089	5.10057	9.02323	1.98254	-1.49631	0.4196	3.1409	0.0304506
4246034	-10.5601	5.33472	-4.06398	0.6354	-5.95059	-2.29436	-0.127532	-1.1697	0.610044	-1.0828
2718877	-11.5628	6.22882	-3.57933	-0.120238	-10.0485	-0.433986	1.13906	-2.87632	-3.19338	-0.524724
4984566	-11.2188	4.69947	-1.47001	11.2421	10.9883	-0.191428	-0.326353	0.125874	1.92551	-1.90959
1159925	-7.56782	2.11653	5.72444	-5.45453	0.997774	0.154436	3.20105	0.183399	1.34025	-1.88387
4336328	98.6519	-144.951	85.401	27.0762	-10.2398	-11.1299	-5.56931	-10.3613	-3.54588	-25.7156
2723686	-14.6719	4.55313	-2.55291	9.59812	24.2449	1.72019	-2.86579	1.5741	-0.974426	0.576446
3843695	-11.8083	2.22443	-2.01436	3.05127	-9.2042	-0.427864	4.41177	-3.68114	7.73553	3.89934
5204597	-10.6111	1.92206	-0.682185	5.53972	16.3318	-1.38189	-0.10859	2.04993	1.72085	-2.51516
4045478	158.431	-276.567	-132.187	-15.3974	3.1322	-2.34568	0.124839	-0.0781544	1.73952	6.33111
1733926	52.534	-80.9229	59.2852	-0.810905	4.92032	10.1069	7.59907	13.0617	1.89523	27.4012
4836847	-3.53397	2.84593	-0.812449	1.88928	0.0958147	-3.47394	-0.687929	2.0468	0.360009	-2.5491
5216240	-11.6663	1.61343	-3.4558	5.12942	8.58956	-1.55895	-2.19775	-0.291499	5.59643	-2.05795
4257434	-11.8654	7.09697	-1.55687	0.569369	-6.18012	-0.152427	-2.79657	-0.147442	-2.13039	-2.7828
3666095	20.7878	9.37585	-2.30326	0.778453	1.64322	-0.830645	0.110945	-4.4287	-6.20719	-1.27055
1937015	-11.5744	6.00269	-0.695818	-2.51863	-5.19831	-0.404404	-1.0535	0.762901	1.46866	-3.29645
3532057	-13.3584	4.05938	0.166874	1.91843	-0.256897	-0.509426	-0.097567	1.38246	5.31577	-0.299043
1612620	-12.613	7.99864	-2.60816	0.575913	-6.06904	-0.0495072	-1.03961	-4.5383	0.8323	3.79972
4945221	-13.534	3.16797	-0.612395	-1.42812	-6.52521	-1.16288	-0.0923033	0.0764344	-2.85595	-1.34629
5258183	4.0601	-3.69551	10.1561	-39.9473	10.5788	-4.6041	-11.1088	-6.83725	-2.01526	2.53146
5476864	-13.2028	3.51951	-2.18974	3.00601	-2.23538	-0.366684	-0.731785	-0.36604	2.72336	-4.84882
2141345	-12.2678	4.70854	-1.62137	-4.16272	-7.57345	-0.501507	2.43042	-3.81496	-2.05908	-2.08519
4021294	-13.2086	2.6331	0.632469	-2.93802	-3.07593	1.12554	-2.57341	3.35144	-2.61648	-0.851966
4821067	-7.44076	4.93452	-2.6427	3.22298	-2.21754	0.30704	3.16755	0.557689	-0.016305	-1.21004
4016322	-13.2003	1.58483	-4.13935	0.437885	-3.74126	-3.20365	0.23818	1.12607	0.224132	0.219295
4230357	-11.595	4.15425	-3.02077	5.32603	5.4459	1.15328	1.18932	1.71322	4.36503	0.162703
1211424	-11.4158	1.31748	-1.15999	-1.32458	-6.30475	-1.99657	3.46086	3.42554	-0.326157	-0.43363
1039604	-15.339	1.00069	-0.98948	6.86776	19.9506	-0.237622	-0.867714	0.99772	-0.903376	-0.0793266
3113870	-12.5504	2.5124	-1.94267	4.3351	7.1434	-2.03275	0.336149	-1.11604	3.98036	1.39945
5212806	-11.3474	4.13246	-2.75342	2.02341	-5.72509	-0.13556	-1.74699	-1.14816	-0.219554	1.58385
1782725	-14.5257	2.62229	-1.28812	-1.32569	-5.99407	1.9279	0.850088	1.02223	-1.05966	-1.66252
5385775	-8.82389	2.29349	0.151205	-0.0704785	-7.23987	12.2969	-17.1099	16.4098	-4.07447	1.14494
5914931	-14.3418	3.29501	-0.021232	2.85352	9.86244	0.710287	-0.407217	1.24596	6.73895	-0.71179
2230470	-12.6865	4.9524	0.0279616	-2.18576	-4.38547	1.54707	2.05555	2.10941	0.674557	0.877382
3078998	74.5425	-99.8533	77.9751	5.57757	1.06469	-2.30786	8.22832	4.17458	0.47558	0.517267
5926265	-5.40926	1.36804	-0.669337	-8.30274	-2.09705	1.60899	3.76941	2.86112	-6.28411	-2.66382
2724582	-12.6066	2.9078	0.526499	-1.25422	-0.00292662	4.09526	3.54729	-2.4116	-7.42413	-0.23683
3973229	-1.2657	-6.3338	12.0659	-28.5297	-0.794958	15.7253	-6.88795	28.04	-1.8993	-7.4321
1273010	9.09229	4.22572	5.9391	-28.3903	3.67205	-1.15962	16.5726	1.07334	-3.82406	-18.6775
3491193	-9.75986	0.642603	-1.59603	-0.839956	-0.0518591	-0.609306	-1.8898	1.37446	-2.54629	1.2856
4616381	-13.1579	4.14111	0.341816	1.98452	5.28429	0.544621	-2.27838	1.65796	1.15075	-2.98091
1408122	-11.2395	2.33155	-3.05012	1.86658	-3.40484	0.220924	-0.805495	-1.67246	-3.1312	4.98287
5868389	-14.2437	3.72447	-4.14175	5.41531	4.02508	1.008	-3.38881	5.66249	-2.2595	-0.077469
1927764	-14.0963	4.22842	-2.60884	3.89457	-3.69554	1.72381	-2.47703	1.67675	0.51708	0.497261
5376164	-13.8841	5.44368	-4.75391	1.65489	-1.48691	-0.613795	-1.6646	-0.147566	-1.44798	-2.67835
5292427	-13.5776	3.05593	-1.16911	8.92113	17.2803	-0.0440101	0.181305	-0.184121	-0.613644	0.934961
5063849	-8.7035	0.351061	0.33282	0.772397	-4.01201	1.27569	-1.77635	0.917241	-1.59562	-0.161746
4925143	-9.99365	3.42803	-1.91452	-4.02959	-5.88821	1.05495	3.56905	-1.0374	-0.0427527	-2.11687
3275085	-14.6432	3.3552	1.87641	3.70682	-2.5344	-0.800145	-3.08671	-1.87493	6.07037	1.61656
3110015	-11.8535	3.47024	-1.69152	4.23926	14.4618	-0.354883	-0.0155391	-4.04018	-1.02056	0.673733
2960897	-11.6089	3.90645	2.35875	-0.573204	-7.06829	-2.28017	-0.247094	-1.46666	0.195319	-6.3873
3695541	44.2859	-68.599	38.7239	14.0466	-2.96376	-2.24035	-5.69303	-5.49424	-1.96903	-13.7783
4753045	-10.0868	2.62075	-2.75582	-0.44386	-5.98254	-1.11794	0.927288	-0.801089	3.81958	4.95526
3924302	-12.9823	1.80234	0.358461	-2.71679	-4.72608	1.96227	1.21528	2.41688	-1.74275	0.549633
3471050	-11.7676	3.93607	-1.30608	2.14669	7.27785	2.17402	-1.45495	1.55758	-1.08037	-1.66529
2640067	-13.9805	3.88036	-1.9876	2.64528	0.158428	-0.216054	0.254339	-4.18479	-10.1804	2.4847
2170494	-14.3922	6.54991	-3.52754	2.83893	2.61546	0.990465	-0.857412	-0.447493	2.47623	3.04688
3494177	-14.2416	5.49277	-3.36708	1.96062	-6.10767	-3.29098	0.330692	-3.25462	-0.952816	1.28881
3226802	-11.4767	3.3972	0.622891	-0.669147	-1.3107	0.14139	0.438425	-1.70219	1.26659	0.245434
3110583	-11.5764	3.56789	-2.35997	7.11593	4.89668	2.11802	0.155356	-1.26755	-14.0204	4.9232
1463826	-11.1793	4.57505	-0.399553	1.78279	-2.609	-3.2147	0.915247	-2.78259	4.32363	-0.856937
4948082	-10.9035	0.738423	-0.189316	0.296561	3.85984	-0.709239	-2.41634	0.958158	4.19015	-1.21142
2692979	-10.1502	3.32606	-2.15861	-1.20825	-5.73509	-2.06338	0.958595	-1.04091	-2.30006	0.631683
5418863	-10.4816	3.52766	-0.601711	5.1077	7.93639	1.39952	0.502733	3.2388	5.96902	-2.79322
1871846	-9.56639	5.10958	-3.38651	0.309436	-9.03621	-2.45908	-0.523628	-6.16271	9.71062	3.78678
5024208	26.3244	-46.9096	19.7369	8.76828	-5.45359	-1.89036	-2.24334	-7.75994	-2.19861	-13.5479
4946273	-11.3484	2.44472	-4.12032	2.74873	-2.59678	0.886532	-0.778252	-2.68604	-0.0462344	0.260158
4044900	-10.0172	2.85828	-0.411447	0.221009	-1.23427	0.434059	-0.870463	1.44531	-5.92292	2.04668
5342109	-12.5734	2.24544	-3.23349	2.63881	1.0975	0.775044	0.580413	1.85603	1.19321	-2.25932
1455948	-11.754	2.91556	-3.09241	-0.557071	-5.20727	0.635764	-1.88652	1.73076	-2.85051	0.882162
4115861	-12.8337	5.53342	-3.30404	5.45409	3.86228	-2.28124	1.88824	1.70114	-1.19756	-1.16962
1904926	-10.7923	3.87971	-1.58446	-0.0178721	-1.10376	0.638467	-1.62034	-1.80131	2.44573	1.13307
4303296	-10.8665	5.34616	-1.91385	5.03398	9.23775	0.533648	-1.78414	1.37744	3.47336	-2.82039
1956507	-12.1982	2.81574	-2.37581	0.468271	-2.1661	-0.708986	-1.73176	1.52411	-0.853785	1.33674
5043303	-12.4572	3.39379	0.955563	1.08438	-4.65407	-2.59755	2.11534	-1.87433	-0.0755176	0.663603
4882119	-11.0164	0.874351	-2.37725	5.1941	3.08965	-3.44567	-1.56867	-0.256696	-1.9561	1.32772
2174262	-12.3372	2.78131	-2.0117	-0.498051	-5.20609	2.56028	-1.9297	0.626845	1.74107	0.205408
5027067	-11.4817	3.63283	0.227125	1.80801	-7.46955	1.04082	2.08369	-1.17437	-5.6058	-1.43835
4797410	-11.7991	4.42794	-3.39512	3.87326	4.44582	-2.91181	-0.568277	-0.208112	2.3391	-1.71834
3143782	405.811	76.6831	-7.41494	6.51368	-0.901548	6.92478	-0.933597	-0.303796	1.28336	3.7954
1793311	-11.1085	4.95571	-1.41679	1.57499	-6.20601	0.0133974	1.96355	-1.71988	0.340399	4.45835
2743339	-13.4201	3.41707	-2.48272	4.47742	6.59889	-2.3572	0.579535	-1.50519	1.83924	-2.78775
4015739	-12.9949	4.2024	-0.944475	-3.03694	-3.16947	-0.234361	1.09622	-1.85825	3.00606	1.26986
5975706	-12.4834	2.95197	-1.71596	1.89863	1.96218	-2.08174	-0.252802	-0.207413	-1.35778	3.46116
5110854	-13.0659	1.64889	-1.36463	2.25473	7.61087	0.841032	2.69458	-2.17887	-18.5744	6.03989
2678745	-13.318	3.96749	-2.76317	-0.0248861	-6.88503	1.59685	0.46958	0.76732	2.25785	0.106654
2433125	-11.6007	2.00647	-0.971032	-1.25427	-3.69109	-1.4471	1.48336	-0.37712	0.304089	0.667939
5617360	-12.0505	5.16759	0.42259	1.17558	2.80893	0.872511	-0.650049	1.52092	3.09732	0.628868
1426315	-11.8736	5.28307	-2.7772	-0.784904	2.96629	1.40693	-1.47421	0.74382	1.14886	-0.348767
3583159	-12.3577	3.56894	-2.48189	2.62186	-1.7254	0.00200728	0.477329	1.97042	2.22922	-0.906422
2516392	-14.184	3.55452	-0.0695585	1.19505	-0.637213	1.01272	-0.172438	-1.00623	2.79014	-3.96474
3454499	-11.0948	2.6913	-3.66044	-0.0604633	2.30822	-0.610746	-1.52531	1.10287	-2.17949	1.12204
3888098	-12.3422	1.43958	-1.89256	2.89638	-1.02643	-1.26152	0.68252	-1.3758	2.21321	-1.43014
3305339	-12.293	4.25459	-2.57919	0.886682	-5.03377	0.577039	0.655708	1.23621	1.24618	0.0484322
2056640	-10.9211	4.86586	-0.650876	-1.32653	0.57963	-1.41471	2.2745	1.11763	4.38421	-2.2022
4426761	-12.8159	4.99622	-2.79478	0.980325	3.6405	-0.280564	3.99783	-4.12512	-11.6165	-0.724338
5748306	-12.3111	2.83019	-5.69906	7.08224	18.877	0.157586	-0.187306	-0.359884	0.0100553	-0.807743
3309100	-8.94429	5.53309	-2.94265	-2.2115	-9.21176	-1.31659	-1.41822	-2.91893	1.43809	-0.161568
4836155	-12.0158	2.93081	-0.887719	5.26678	8.36888	-0.114037	1.55771	-5.33802	-6.15125	-0.761393
3387306	-13.6521	2.51895	-1.0658	1.92308	0.437916	0.295954	1.79966	1.30098	2.04111	-1.49716
5988567	-11.9098	5.75928	-0.784608	-0.547993	-5.09265	-2.11032	-2.46246	-0.670623	-1.41663	2.04804
5639570	-10.239	6.31245	1.5342	1.38244	4.69368	-0.46833	1.62447	-6.21956	-17.8878	2.94303
4635274	-11.3117	1.85338	-0.848243	-0.527732	-4.05475	-0.160965	5.83384	1.38331	-5.99973	1.29946
5611163	-11.3115	3.43574	-1.34338	-1.87564	-4.49392	-1.68984	0.57979	-4.7911	0.0847388	6.61202
2158748	-14.6758	5.34544	-0.918818	3.00862	-0.698708	-0.677865	-1.2331	-4.75219	-3.09581	0.110748
2320392	-11.2865	0.829652	-0.844202	-1.92689	-4.89104	-1.8916	3.39062	1.21133	-3.08738	1.21307
2290179	41.8852	-49.6051	42.271	-43.1644	8.15952	8.89213	23.498	20.7731	4.15853	25.3565
4156054	-15.5001	3.49504	-1.56362	4.05974	0.763657	-2.66702	-1.86559	-1.43684	5.41297	4.3065
5361498	-16.0452	1.88396	-2.33343	2.14656	3.91242	0.0570005	-1.1463	-0.52111	4.66065	-0.336631
1224839	-11.2465	4.193	-4.15204	1.17234	-1.37335	-0.096625	0.402322	-4.09308	3.99415	-1.70344
1944227	-12.9041	2.56029	-1.88717	2.23313	7.63777	0.530953	0.282184	0.83213	4.43535	0.358385
3438527	-10.5117	4.21682	-0.118664	-0.162396	-8.27123	-1.09682	-0.250807	0.752497	3.16888	-2.09212
4345541	-13.8734	4.52193	-2.85708	2.31506	-3.01783	-3.32399	0.874534	-3.75869	-5.89151	-0.408802
4181003	-13.4413	6.72393	-1.89347	-1.47019	-5.81898	-0.773027	0.788034	-0.383287	-2.187	1.88363
5633362	-14.3922	4.74099	-1.43996	0.192278	0.549075	-1.60492	2.93788	-2.88302	-16.0171	-1.67223
5965883	-12.0583	4.85125	-0.238638	4.24786	0.161935	-2.32754	-1.65747	0.856245	-1.22269	0.722637
2283192	-12.8348	4.31123	-2.11086	3.76429	1.04669	-0.424078	0.608418	0.421317	0.670707	-2.52191
4173710	-11.7253	2.48825	-2.0027	-2.43162	-4.60914	0.359522	-2.19911	-3.13199	3.0235	1.72487
1085713	-13.0542	4.23964	-1.03281	-0.280179	-2.76644	-4.03372	1.6847	-1.61267	4.09757	1.94545
1580465	-12.562	4.11255	0.0161874	0.0171829	-1.61711	-3.1992	0.637659	-3.41384	-12.0315	0.761707
6025894	-14.6705	5.42033	-1.4077	1.61592	-0.200039	-3.21985	1.60622	4.49743	4.36497	-1.7754
5659798	0.573759	1.69758	9.97706	-19.7572	15.6842	0.232011	11.7375	8.47758	-0.355613	-8.53892
2395802	-15.1417	6.34739	-0.765303	-3.45462	-7.00853	-0.282416	0.234377	-0.194384	-1.99991	-0.638896
4021623	-13.3566	5.10665	-0.875599	2.51211	-0.889291	-1.88688	-1.68403	0.0754638	4.00947	-1.23755
1298068	-11.7241	3.14231	0.341379	2.23081	-8.2789	-1.14706	4.25722	0.907967	-2.28971	-3.61919
2105557	-14.4267	6.64957	-1.34668	1.13451	-7.18443	-1.07685	1.08357	-1.66154	-0.281566	-0.828761
2033794	-11.2735	2.24911	-1.53506	1.56946	3.34645	0.462356	3.42375	-1.0235	1.13092	-3.16903
4458400	-12.2878	3.78786	-1.59853	5.73943	13.393	-1.04571	-2.72796	5.33667	5.4677	-2.14882
2624564	-11.1196	4.1752	-0.718815	-4.44334	-5.20005	-2.98561	2.52717	-1.18017	-2.97068	-1.74547
1295770	-13.8949	1.88384	-0.0163179	4.75008	2.25849	-1.44631	-0.199705	0.492299	2.84878	1.52481
5557531	-8.87503	3.67712	-0.643803	-1.61894	-3.3251	-0.524051	3.538	-2.33647	2.61461	1.12715
4611836	-15.2486	7.44536	-1.54255	4.70554	-5.0716	-0.455046	0.388961	-1.32194	-2.94489	5.07533
5797728	-10.855	5.73109	-1.45939	1.59396	-3.78131	0.972705	0.920098	-2.37968	-2.8351	0.339231
3794916	-13.5339	3.1457	-4.20928	-0.012622	-11.7628	-3.62542	3.52255	-2.40145	5.30953	6.29566
3437630	-11.269	2.31887	-0.897399	9.42325	13.5483	2.30158	-1.36836	0.426699	5.9192	2.89295
2725228	0.317293	0.927419	5.21541	-24.3364	1.80561	-2.75371	-9.27814	-4.45546	1.07967	-3.03612
1908310	-14.2611	4.02021	-0.159329	0.973335	1.09892	0.287505	1.01845	-4.25142	-9.51882	0.976768
1358846	-12.9987	3.93516	-3.50935	2.63821	0.480678	-0.816973	0.750447	-1.58332	3.12389	1.27478
5949204	-10.825	6.10269	-3.07169	1.08435	-2.43466	-0.952749	-1.48422	-3.17148	5.3083	0.952309
1680146	-13.9441	3.76991	-1.6517	5.63005	20.0962	0.905364	0.777991	-2.98523	1.34019	-1.97286
1540910	-12.8955	7.259	-0.945635	0.89414	-2.87783	1.90658	-1.70033	0.127412	1.41849	-0.225304
3546566	-11.2768	3.88604	-0.48014	1.28688	-5.01537	-2.85789	-0.464831	-2.43806	1.85474	2.51869
3961632	-13.4298	4.87729	-4.34702	-1.49563	-9.78839	-0.514669	-0.601668	-0.862395	-2.60771	-2.71573
3309012	-13.7727	5.81098	-2.1676	-2.09545	-2.89463	0.387553	1.52719	-3.12335	-4.8912	-0.0637503
3800346	-11.7769	2.69163	0.148582	-4.96699	-6.55153	1.41042	-0.00121607	0.0121567	-0.00436737	-3.24122
1427651	-12.3927	1.99473	-0.661968	0.0849346	-4.17425	-0.813227	0.982411	0.558042	-5.90736	-0.890126
1668955	-14.4144	5.67303	-2.85716	5.40246	16.8609	-0.286698	1.71763	3.26592	-10.5917	-1.85559
5058787	-12.8504	4.17269	-3.54975	1.35123	1.73748	-2.00151	-2.37971	0.0972606	2.74862	1.3705
1515357	20.6092	-10.4686	35.5295	-72.5349	6.26921	2.34817	32.2197	16.4482	-0.603658	0.0433365
3210128	-13.7927	3.97522	-1.19424	2.6976	-8.13529	-2.60144	0.0540497	-0.773268	0.836648	3.05539
4186428	-13.8232	5.41159	-2.77272	-0.0282916	0.40618	-4.32942	1.6592	-1.21917	5.30533	-1.86559
4922106	-11.7283	5.15084	-1.62549	-0.708908	-5.33295	-0.783008	1.9216	-1.92682	-8.64031	0.781426
3046511	-12.9633	3.9122	-0.794545	2.74828	-6.94099	-1.40092	-1.1843	-0.00280495	1.2513	-0.928925
1056545	-9.49494	4.56659	-2.50973	0.457699	-3.01988	-1.08149	-0.439651	-3.16062	1.00129	0.344596
1706664	-10.2913	3.93672	-0.312168	3.96668	-5.49738	-2.39596	2.46717	-2.20453	-1.15945	0.106883
1483967	-11.3433	3.83862	-4.03319	-0.962356	-8.46666	-0.266284	1.99263	0.636453	2.7753	3.22848
4048991	-13.368	3.72928	-3.74	0.393419	-10.5251	-3.52001	-1.42019	-1.0002	4.31939	6.44811
2090759	-11.5308	2.42034	0.246147	2.72208	-7.90653	-0.200332	1.20556	3.4154	2.61153	3.37065
3446191	-12.0303	4.11653	-2.01979	3.08478	-2.45422	0.0829488	-0.607804	2.14784	-4.25749	-1.34483
3952004	-8.41252	3.62191	-0.858914	-3.44167	-8.09555	3.69403	-0.87362	-0.379221	0.657108	-3.24918
3067984	-11.9946	5.25345	-2.38394	-0.0931149	-1.41055	1.45188	-0.0263731	0.519555	1.23843	3.45421
3930560	-13.2712	4.7102	-0.28427	1.1196	3.0102	-1.65506	0.151796	1.09071	1.21805	1.26566
5797343	-11.8756	3.35249	-2.59807	0.372375	3.79137	0.216685	-0.988457	-0.40382	-3.79678	0.251398
5493748	-13.2909	2.79252	-1.85483	5.05044	7.70048	0.841777	-0.971857	2.51427	1.42306	0.716602
2904668	-10.7538	3.8587	-1.91725	0.90735	-3.40283	0.274001	-3.03778	-0.488573	-6.77146	0.278049
4571905	-8.0548	4.05447	0.848822	-10.7676	-2.2512	-0.634598	2.73202	-2.28721	-1.07139	-3.57456
3423117	-11.1962	5.03614	-2.22607	-0.88009	-7.91723	2.32414	-3.54481	-3.80316	6.40924	2.54884
5441727	-10.801	1.52797	-0.060087	1.29991	-3.17015	0.905985	2.31118	-2.66703	-1.43548	2.3369
